,albumID,name,aTitle,aDate,mDate,aURL
370,370,a3-920,Wharton -- SBM UG Exchange Agreement Signing Ceremony,2012-08-01 02:34:47,2012-08-01 02:34:47,http://digitalimages.ust.hk/gallery2/?p=977
371,371,a3-930,Senior Staff Quarters and Graduate Residences' University Centre - Grand Braking Ceremony,2012-08-01 02:34:50,2012-08-01 02:34:50,http://digitalimages.ust.hk/gallery2/?p=978
372,372,a3-940,Student Housing - Topping Out Ceremony,2012-08-01 02:34:53,2012-08-01 02:34:53,http://digitalimages.ust.hk/gallery2/?p=979
373,373,a3-950,"Topping out ceremony of Graduate Residences, University Centre &amp; Senior Staff Quarter",2012-08-01 02:35:01,2012-08-01 02:35:01,http://digitalimages.ust.hk/gallery2/?p=980
374,374,a3-960,Topping out Ceremony of Phase I Academic Building,2012-08-01 02:35:14,2012-08-01 02:35:14,http://digitalimages.ust.hk/gallery2/?p=981
375,375,a3-970,Topping out Phase II,2012-08-01 02:35:25,2012-08-01 02:35:25,http://digitalimages.ust.hk/gallery2/?p=982
376,376,a3-975,Colloquium on Information Science (Library Series),2012-08-01 02:35:25,2012-08-01 02:35:25,http://digitalimages.ust.hk/gallery2/?p=983
377,377,a3-977,6th Pacific Rim Biotechnology Conference,2012-08-01 02:35:34,2012-08-01 02:35:34,http://digitalimages.ust.hk/gallery2/?p=984
378,378,a3-980,Asia-Pacific Conference on Coastal Environment - Mai Po,2012-08-01 02:35:39,2012-08-01 02:35:39,http://digitalimages.ust.hk/gallery2/?p=985
379,379,a3-995,Asia-Pacific Finance Association,2012-08-01 02:35:39,2012-08-01 02:35:39,http://digitalimages.ust.hk/gallery2/?p=986
380,380,a4-10,First Congregation,2012-08-01 02:36:30,2012-08-01 02:36:30,http://digitalimages.ust.hk/gallery2/?p=987
381,381,a4-110,Council Members (group),2012-09-10 10:01:27,2012-09-10 10:08:56,http://digitalimages.ust.hk/gallery2/?p=988
382,382,a4-120,Council Site Visit,2012-08-01 02:36:36,2012-08-01 02:36:36,http://digitalimages.ust.hk/gallery2/?p=989
383,383,a4-130,Court Member,2012-09-10 10:01:28,2012-09-10 10:09:20,http://digitalimages.ust.hk/gallery2/?p=990
384,384,a4-140,Court Member by Bobby,2012-08-01 02:40:17,2012-08-01 02:40:17,http://digitalimages.ust.hk/gallery2/?p=991
385,385,a4-15,Fourth Congregation,2012-08-01 02:40:38,2012-08-01 02:40:38,http://digitalimages.ust.hk/gallery2/?p=992
386,386,a4-150,Tree-Planting Ceremony by University Court Members,2012-08-01 02:40:38,2012-08-01 02:40:38,http://digitalimages.ust.hk/gallery2/?p=993
387,387,a4-16,Fifth Congregation,2012-08-01 02:40:57,2012-08-01 02:40:57,http://digitalimages.ust.hk/gallery2/?p=994
388,388,a4-30,Second Congregation,2012-08-01 02:42:00,2012-08-01 02:42:00,http://digitalimages.ust.hk/gallery2/?p=995
389,389,a4-35,Sixth Congregation,2012-08-01 02:44:31,2012-08-01 02:44:31,http://digitalimages.ust.hk/gallery2/?p=996
390,390,a4-40,Third Congregation,2012-08-01 02:44:42,2012-08-01 02:44:42,http://digitalimages.ust.hk/gallery2/?p=997
391,391,a4-45,Dr Mark Davidson (Teaching Awarded Winner '96),2012-08-01 02:44:44,2012-08-01 02:44:44,http://digitalimages.ust.hk/gallery2/?p=998
392,392,a4-47,Graduates Picking up Grown for Congregation,2012-08-01 02:44:51,2012-08-01 02:44:51,http://digitalimages.ust.hk/gallery2/?p=999
393,393,a4-48,Seventh Congregation,2012-08-01 02:50:36,2012-08-01 02:50:36,http://digitalimages.ust.hk/gallery2/?p=1000
394,394,a4-60,Council Inauguration,2012-08-01 02:50:56,2012-08-01 02:50:56,http://digitalimages.ust.hk/gallery2/?p=1001
395,395,a4-70,Council Meeting,2012-08-01 02:50:59,2012-08-01 02:50:59,http://digitalimages.ust.hk/gallery2/?p=1002
396,396,a4-80,Council Meeting,2012-08-01 02:51:05,2012-08-01 02:51:05,http://digitalimages.ust.hk/gallery2/?p=1003
397,397,a4-90,Council Member at Site,2012-08-01 02:51:06,2012-08-01 02:51:06,http://digitalimages.ust.hk/gallery2/?p=1004
398,398,b1-10,Spare copy (computer center),2012-08-01 02:51:07,2012-08-01 02:51:07,http://digitalimages.ust.hk/gallery2/?p=1005
399,399,b1-100,Computer Centre,2012-08-01 02:51:07,2012-08-01 02:51:07,http://digitalimages.ust.hk/gallery2/?p=1006
400,400,b1-110,Computer Science,2012-08-01 02:51:07,2012-08-01 02:51:07,http://digitalimages.ust.hk/gallery2/?p=1007
401,401,b1-120,Campus Service Office,2012-08-01 02:51:09,2012-08-01 02:51:09,http://digitalimages.ust.hk/gallery2/?p=1008
402,402,b1-130,Business Sutdents' Union Inauguration Ceremony,2012-08-01 02:51:10,2012-08-01 02:51:10,http://digitalimages.ust.hk/gallery2/?p=1009
403,403,b1-140,School of Engineering,2012-08-01 02:51:11,2012-08-01 02:51:11,http://digitalimages.ust.hk/gallery2/?p=1010
404,404,b1-150,School of Hum &amp; Soc Sci.,2012-08-01 02:51:12,2012-08-01 02:51:12,http://digitalimages.ust.hk/gallery2/?p=1011
405,405,b1-160,School of Science,2012-08-01 02:51:14,2012-08-01 02:51:14,http://digitalimages.ust.hk/gallery2/?p=1012
406,406,b1-170,"EEE -- Computer-Numerical Control, research project by Li ZeXiang",2012-08-01 02:51:15,2012-08-01 02:51:15,http://digitalimages.ust.hk/gallery2/?p=1013
407,407,b1-180,Electrical &amp; Electronic Engineering,2012-08-01 02:51:16,2012-08-01 02:51:16,http://digitalimages.ust.hk/gallery2/?p=1014
408,408,b1-183,Product Innovation Award,2012-08-01 02:51:20,2012-08-01 02:51:20,http://digitalimages.ust.hk/gallery2/?p=1015
409,409,b1-185,&quot;Save Energy&quot; Shot,2012-08-01 02:51:23,2012-08-01 02:51:23,http://digitalimages.ust.hk/gallery2/?p=1016
410,410,b1-190,General Administration,2012-08-01 02:51:23,2012-08-01 02:51:23,http://digitalimages.ust.hk/gallery2/?p=1017
411,411,b1-20,Accounting Internship (Dr Wong Tak-jun),2012-08-01 02:51:23,2012-08-01 02:51:23,http://digitalimages.ust.hk/gallery2/?p=1018
412,412,b1-220,X'mas Lucky Draw  (Souvenir Shop),2012-08-01 02:51:25,2012-08-01 02:51:25,http://digitalimages.ust.hk/gallery2/?p=1019
413,413,b1-230-10,Language Centre (year 2000),2012-08-01 02:51:28,2012-08-01 02:51:28,http://digitalimages.ust.hk/gallery2/?p=1020
414,414,b1-230,Language Centre,2012-08-01 02:51:29,2012-08-01 02:51:29,http://digitalimages.ust.hk/gallery2/?p=1021
415,415,b1-240,Self-Access Language Centre,2012-08-01 02:51:32,2012-08-01 02:51:32,http://digitalimages.ust.hk/gallery2/?p=1022
416,416,b1-245,Mathematics,2012-08-01 02:51:32,2012-08-01 02:51:32,http://digitalimages.ust.hk/gallery2/?p=1023
417,417,b1-260,OPA Activities,2012-08-01 02:52:18,2012-08-01 02:52:18,http://digitalimages.ust.hk/gallery2/?p=1024
418,418,b1-270,Physics,2012-08-01 02:52:19,2012-08-01 02:52:19,http://digitalimages.ust.hk/gallery2/?p=1025
419,419,b1-290,Research Centre,2012-08-01 02:52:20,2012-08-01 02:52:20,http://digitalimages.ust.hk/gallery2/?p=1026
420,420,b1-295,Machine Room,2012-08-01 02:52:21,2012-08-01 02:52:21,http://digitalimages.ust.hk/gallery2/?p=1027
421,421,b1-30,Biochemistry,2012-08-01 02:52:22,2012-08-01 02:52:22,http://digitalimages.ust.hk/gallery2/?p=1028
422,422,b1-40,Biology,2012-08-01 02:52:24,2012-08-01 02:52:24,http://digitalimages.ust.hk/gallery2/?p=1029
423,423,b1-50,Computer Aided Design CAD/CAEM,2012-08-01 02:52:25,2012-08-01 02:52:25,http://digitalimages.ust.hk/gallery2/?p=1030
424,424,b1-60,Career Centre,2012-08-01 02:52:27,2012-08-01 02:52:27,http://digitalimages.ust.hk/gallery2/?p=1031
425,425,b1-70,Chemistry,2012-08-01 02:52:29,2012-08-01 02:52:29,http://digitalimages.ust.hk/gallery2/?p=1032
426,426,b1-73,Chemistry Olympiad 99,2012-08-01 02:52:29,2012-08-01 02:52:29,http://digitalimages.ust.hk/gallery2/?p=1033
427,427,b1-75,Research Project by Dr Reinhard Rennerberg (Chem),2012-08-01 02:52:32,2012-08-01 02:52:32,http://digitalimages.ust.hk/gallery2/?p=1034
428,428,b1-80,Civil &amp; Structural Engineering Open Day,2012-08-01 02:52:34,2012-08-01 02:52:34,http://digitalimages.ust.hk/gallery2/?p=1035
429,429,b1-90,"Civil &amp; Structural Engineering - Shing Mum River, Research project by Dr Reinhard Rennerberg (Chem)",2012-08-01 02:52:35,2012-08-01 02:52:35,http://digitalimages.ust.hk/gallery2/?p=1036
430,430,b2-10,Australia Consulate General Book Presentation,2012-08-01 02:52:37,2012-08-01 02:52:37,http://digitalimages.ust.hk/gallery2/?p=1037
431,431,b2-100,Donation Ceremony of Chow Tak Sin Lecture Theatre &amp; Chan Kuan Cheng Forum,2012-08-01 02:52:39,2012-08-01 02:52:39,http://digitalimages.ust.hk/gallery2/?p=1038
432,432,b2-110,Donation Ceremony - Kwong On Bank,2012-08-01 02:52:42,2012-08-01 02:52:42,http://digitalimages.ust.hk/gallery2/?p=1039
433,433,b2-115,Donation Presentation &amp; Inauguration Ceremony for Hang Lung Center for organization Research,2012-08-01 02:52:50,2012-08-01 02:52:50,http://digitalimages.ust.hk/gallery2/?p=1040
434,434,b2-120,Donation Presentation Ceremony,2012-08-01 02:52:51,2012-08-01 02:52:51,http://digitalimages.ust.hk/gallery2/?p=1041
435,435,b2-130,Donation Presentation Ceremony by William Mong,2012-08-01 02:52:55,2012-08-01 02:52:55,http://digitalimages.ust.hk/gallery2/?p=1042
436,436,b2-140,Sony Corporation Cheque Presentation,2012-08-01 02:52:57,2012-08-01 02:52:57,http://digitalimages.ust.hk/gallery2/?p=1043
437,437,b2-150,Sun Hing Steel Furniture Factory Ltd. Cheque Presentation,2012-08-01 02:52:59,2012-08-01 02:52:59,http://digitalimages.ust.hk/gallery2/?p=1044
438,438,b2-160,Donors' Reception,2012-08-01 02:53:06,2012-08-01 02:53:06,http://digitalimages.ust.hk/gallery2/?p=1045
439,439,b2-170,Donors' Reception '93,2012-08-01 02:53:08,2012-08-01 02:53:08,http://digitalimages.ust.hk/gallery2/?p=1046
440,440,b2-180,Donors' Reception '94,2012-08-01 02:53:13,2012-08-01 02:53:13,http://digitalimages.ust.hk/gallery2/?p=1047
441,441,b2-20,Bank of China Luncheon Donation Ceremony for Affinity Card,2012-08-01 02:53:16,2012-08-01 02:53:16,http://digitalimages.ust.hk/gallery2/?p=1048
442,442,b2-20a,Farewell Dinner for Mr. A&amp; Mrs. Macpherson,2012-08-01 02:53:19,2012-08-01 02:53:19,http://digitalimages.ust.hk/gallery2/?p=1049
443,443,b2-210,Ceaseless line: Recent Works by Chu Ko,2012-08-01 02:53:22,2012-08-01 02:53:22,http://digitalimages.ust.hk/gallery2/?p=1050
444,444,b2-220,Civil Service Careers Exhibition,2012-08-01 02:53:25,2012-08-01 02:53:25,http://digitalimages.ust.hk/gallery2/?p=1051
445,445,b2-230,Currency Exhibition at Expo Hall,2012-08-01 02:53:29,2012-08-01 02:53:30,http://digitalimages.ust.hk/gallery2/?p=1052
446,446,b2-240,Exposition Hall,2012-08-01 02:53:32,2012-08-01 02:53:32,http://digitalimages.ust.hk/gallery2/?p=1053
447,447,b2-245,Four Sides Exhibition (Press Release),2012-08-01 02:53:33,2012-08-01 02:53:33,http://digitalimages.ust.hk/gallery2/?p=1054
448,448,b2-263,HEERA Exhibition,2012-08-01 02:53:34,2012-08-01 02:53:34,http://digitalimages.ust.hk/gallery2/?p=1055
449,449,b2-280,Huang Miao-Zi: Calligraphy &amp; Printing,2012-08-01 02:53:35,2012-08-01 02:53:35,http://digitalimages.ust.hk/gallery2/?p=1056
450,450,b2-285,Jerzy Lesko Exhibit Opening,2012-08-01 02:53:37,2012-08-01 02:53:37,http://digitalimages.ust.hk/gallery2/?p=1057
451,451,b2-290,Lam Wu-Fui Painting Exhibit,2012-08-01 02:53:38,2012-08-01 02:53:38,http://digitalimages.ust.hk/gallery2/?p=1058
452,452,b2-30,Dow Chemical,2012-08-01 02:53:41,2012-08-01 02:53:41,http://digitalimages.ust.hk/gallery2/?p=1059
453,453,b2-310,Opening Ceremony of Pre-97 Special Arts Zone Exh.,2012-08-01 02:53:45,2012-08-01 02:53:45,http://digitalimages.ust.hk/gallery2/?p=1060
454,454,b2-325,Opening Reception of &quot;Roaming in the Arts&quot;,2012-08-01 02:53:48,2012-08-01 02:53:48,http://digitalimages.ust.hk/gallery2/?p=1061
455,455,b2-365,SME Exhibition,2012-08-01 02:53:48,2012-08-01 02:53:48,http://digitalimages.ust.hk/gallery2/?p=1062
456,456,b2-380,Splendors of Brush and Ink Exhibition and Reception,2012-08-01 02:53:51,2012-08-01 02:53:51,http://digitalimages.ust.hk/gallery2/?p=1063
457,457,b2-385,&quot;Tomorrow's Tech Today&quot; Exhibit at Ocean Terminal,2012-08-01 02:53:57,2012-08-01 02:53:57,http://digitalimages.ust.hk/gallery2/?p=1064
458,458,b2-390-10,Workshop Exhibition Opening (Wong Keping),2012-08-01 02:54:00,2012-08-01 02:54:00,http://digitalimages.ust.hk/gallery2/?p=1065
459,459,b2-40,Foundation of HK Telecom,2012-08-01 02:54:02,2012-08-01 02:54:02,http://digitalimages.ust.hk/gallery2/?p=1066
460,460,b2-425,"5th-yr Anniversary Exhibits - Landmark, Haubour City, Tai Po KCR &amp; Shatin KCR",2012-08-01 02:54:05,2012-08-01 02:54:05,http://digitalimages.ust.hk/gallery2/?p=1067
461,461,b2-427,5th-yr Anniversary Exhibits - SBM's Copies about MBA Exchange Programme &amp; International Conference &amp; Workshop,2012-08-01 02:54:15,2012-08-01 02:54:15,http://digitalimages.ust.hk/gallery2/?p=1068
462,462,b2-430,Education and Career Expo,2012-08-01 02:54:18,2012-08-01 02:54:18,http://digitalimages.ust.hk/gallery2/?p=1069
463,463,b2-440,Education and Career Expo,2012-08-01 02:54:21,2012-08-01 02:54:21,http://digitalimages.ust.hk/gallery2/?p=1070
464,464,b2-450,Education and Career Expo,2012-08-01 02:54:24,2012-08-01 02:54:24,http://digitalimages.ust.hk/gallery2/?p=1071
465,465,b2-460,Education and Career Expo,2012-08-01 02:54:31,2012-08-01 02:54:31,http://digitalimages.ust.hk/gallery2/?p=1072
466,466,b2-470,Education and Career Expo,2012-08-01 02:54:34,2012-08-01 02:54:34,http://digitalimages.ust.hk/gallery2/?p=1073
467,467,b2-480,Education and Career Expo,2012-08-01 02:54:39,2012-08-01 02:54:39,http://digitalimages.ust.hk/gallery2/?p=1074
468,468,b2-490,Education and Career Expo '96,2012-08-01 02:54:41,2012-08-01 02:54:41,http://digitalimages.ust.hk/gallery2/?p=1075
469,469,b2-491,Education and Career Expo '97,2012-08-01 02:54:42,2012-08-01 02:54:42,http://digitalimages.ust.hk/gallery2/?p=1076
470,470,b2-492,Higher Education Expo. '97,2012-08-01 02:54:47,2012-08-01 02:54:47,http://digitalimages.ust.hk/gallery2/?p=1077
471,471,b2-493,Higher Education Expo. '98,2012-08-01 02:54:50,2012-08-01 02:54:50,http://digitalimages.ust.hk/gallery2/?p=1078
472,472,b2-496,Higher Education Expo. '99,2012-08-01 02:54:57,2012-08-01 02:54:57,http://digitalimages.ust.hk/gallery2/?p=1079
473,473,b2-500,23rd Joint Sch Sci Exhibition,2012-08-01 02:54:59,2012-08-01 02:54:59,http://digitalimages.ust.hk/gallery2/?p=1080
474,474,b2-510,Biology + Biochemistry Student Society booth at the 29th Joint Schools Science Exhibition JSSE,2012-08-01 02:55:01,2012-08-01 02:55:01,http://digitalimages.ust.hk/gallery2/?p=1081
475,475,b2-520,MTR Exhibition,2012-08-01 02:55:08,2012-08-01 02:55:08,http://digitalimages.ust.hk/gallery2/?p=1082
476,476,b2-525,MTR Exhibition (Travelling Exhibit - 97),2012-08-01 02:55:14,2012-08-01 02:55:14,http://digitalimages.ust.hk/gallery2/?p=1083
477,477,b2-530,Higher Education Expo. '98,2012-08-01 02:55:15,2012-08-01 02:55:15,http://digitalimages.ust.hk/gallery2/?p=1084
478,478,b2-540,PG Exhibition,2012-08-01 02:55:16,2012-08-01 02:55:16,http://digitalimages.ust.hk/gallery2/?p=1085
479,479,b2-550,Photo Contest Exhibition and Prize Presentation (Shape and Colour of HKUST Campus),2012-08-01 02:55:16,2012-08-01 02:55:16,http://digitalimages.ust.hk/gallery2/?p=1086
480,480,b2-60,Kuok's Donation,2012-08-01 02:55:17,2012-08-01 02:55:17,http://digitalimages.ust.hk/gallery2/?p=1087
481,481,b2-65,Shui On Centre for China B&amp;M,2012-08-01 02:55:17,2012-08-01 02:55:17,http://digitalimages.ust.hk/gallery2/?p=1088
482,482,b2-65a,Chamber Music at HKUST  - The Lindsay Trio,2012-08-01 02:55:19,2012-08-01 02:55:19,http://digitalimages.ust.hk/gallery2/?p=1089
483,483,b2-70,Sino-Land Donation: Robert Ng,2012-08-01 02:55:21,2012-08-01 02:55:21,http://digitalimages.ust.hk/gallery2/?p=1090
484,484,b2-75,Chamber Orchestra with Bach Choir at Expo Hall,2012-08-01 02:55:23,2012-08-01 02:55:23,http://digitalimages.ust.hk/gallery2/?p=1091
485,485,b2-80,Wyse Technology,2012-08-01 02:55:26,2012-08-01 02:55:26,http://digitalimages.ust.hk/gallery2/?p=1092
486,486,b2-90,Dedication Ceremony for Citibank Lecture Theatre,2012-08-01 02:55:31,2012-08-01 02:55:31,http://digitalimages.ust.hk/gallery2/?p=1093
487,487,b3-100,Satellite Antenna &amp; Remote Sensing Research by Fang Ming,2012-08-01 02:55:35,2012-08-01 02:55:35,http://digitalimages.ust.hk/gallery2/?p=1094
488,488,b3-130,Introduction of PVC(R&amp;D) - Prof. Engene Wong,2012-08-01 02:55:37,2012-08-01 02:55:37,http://digitalimages.ust.hk/gallery2/?p=1095
489,489,b3-20,Fluid Mechanics Project by  D Y Hsieh,2012-08-01 02:55:39,2012-08-01 02:55:39,http://digitalimages.ust.hk/gallery2/?p=1096
490,490,b3-40,Interview with the users of LG7 Chinese Restaurant,2012-08-01 02:55:40,2012-08-01 02:55:40,http://digitalimages.ust.hk/gallery2/?p=1097
491,491,b3-50,Jupas Interview,2012-08-01 02:55:42,2012-08-01 02:55:42,http://digitalimages.ust.hk/gallery2/?p=1098
492,492,b3-60,LCD Display by H S Kwok,2012-08-01 02:55:44,2012-08-01 02:55:44,http://digitalimages.ust.hk/gallery2/?p=1099
493,493,b3-65,President &amp; Mayor of GuangZhou,2012-08-01 02:55:48,2012-08-01 02:55:48,http://digitalimages.ust.hk/gallery2/?p=1100
494,494,b4-100,Biology Lab,2012-08-01 02:55:51,2012-08-01 02:55:51,http://digitalimages.ust.hk/gallery2/?p=1101
495,495,b4-110,Maria Lung in Biology Lab.,2012-08-01 02:55:52,2012-08-01 02:55:52,http://digitalimages.ust.hk/gallery2/?p=1102
496,496,b4-115,Pig's Foot re-month disease (Biology),2012-08-01 02:55:54,2012-08-01 02:55:54,http://digitalimages.ust.hk/gallery2/?p=1103
497,497,b4-120,Repression of ethylene via antisense RNA technique,2012-08-01 02:55:55,2012-08-01 02:55:55,http://digitalimages.ust.hk/gallery2/?p=1104
498,498,b4-122-0-51,Tadpole,2012-08-01 02:55:56,2012-08-01 02:55:56,http://digitalimages.ust.hk/gallery2/?p=1105
499,499,b4-122,Student in Lab,2012-08-01 02:55:56,2012-08-01 02:55:56,http://digitalimages.ust.hk/gallery2/?p=1106
500,500,b4-124,Centre for Advanced Engineering Materials,2012-08-01 02:55:56,2012-08-01 02:55:56,http://digitalimages.ust.hk/gallery2/?p=1107
501,501,b4-125,Chemical Engineering Lab,2012-08-01 02:56:06,2012-08-01 02:56:06,http://digitalimages.ust.hk/gallery2/?p=1108
502,502,b4-126,Chemical Engineering Lab. (Dr. Mi),2012-08-01 02:56:08,2012-08-01 02:56:08,http://digitalimages.ust.hk/gallery2/?p=1109
503,503,b4-127,Chemical Engineering Lab. (Dr. Yu - Fugi),2012-08-01 02:56:10,2012-08-01 02:56:10,http://digitalimages.ust.hk/gallery2/?p=1110
504,504,b4-132,Chemical Engineering Lab. (Dr. Yu),2012-08-01 02:56:13,2012-08-01 02:56:13,http://digitalimages.ust.hk/gallery2/?p=1111
505,505,b4-140,Chemistry,2012-08-01 02:56:22,2012-08-01 02:56:22,http://digitalimages.ust.hk/gallery2/?p=1112
506,506,b4-150,Dr Guochen JIA in Chemistry Lab,2012-08-01 02:56:24,2012-08-01 02:56:24,http://digitalimages.ust.hk/gallery2/?p=1113
507,507,b4-153,Consumer Media Lab,2012-08-01 02:56:26,2012-08-01 02:56:26,http://digitalimages.ust.hk/gallery2/?p=1114
508,508,b4-155,Civil &amp; Structural Engineering Lab,2012-08-01 02:56:26,2012-08-01 02:56:26,http://digitalimages.ust.hk/gallery2/?p=1115
509,509,b4-160,Computer Science,2012-08-01 02:56:28,2012-08-01 02:56:28,http://digitalimages.ust.hk/gallery2/?p=1116
510,510,b4-163,Computer Science (Technology Week),2012-08-01 02:56:28,2012-08-01 02:56:28,http://digitalimages.ust.hk/gallery2/?p=1117
511,511,b4-165,Student in Computer Science Lab,2012-08-01 02:56:29,2012-08-01 02:56:29,http://digitalimages.ust.hk/gallery2/?p=1118
512,512,b4-173,EEE Lab,2012-08-01 02:56:30,2012-08-01 02:56:30,http://digitalimages.ust.hk/gallery2/?p=1119
513,513,b4-175,EEE Lab (Technology Week),2012-08-01 02:56:30,2012-08-01 02:56:30,http://digitalimages.ust.hk/gallery2/?p=1120
514,514,b4-190,EEE Dept. Micro-Processor Lab,2012-08-01 02:56:34,2012-08-01 02:56:34,http://digitalimages.ust.hk/gallery2/?p=1121
515,515,b4-200,Philip Chan in EEE Micro-Processor Lab,2012-08-01 02:56:39,2012-08-01 02:56:39,http://digitalimages.ust.hk/gallery2/?p=1122
516,516,b4-210,Student in EEE Dept. Lab,2012-08-01 02:56:43,2012-08-01 02:56:43,http://digitalimages.ust.hk/gallery2/?p=1123
517,517,b4-220,Dr. Lo in Environmental Lab,2012-08-01 02:56:45,2012-08-01 02:56:45,http://digitalimages.ust.hk/gallery2/?p=1124
518,518,b4-225,Environmental Lab Opening,2012-08-01 02:56:49,2012-08-01 02:56:49,http://digitalimages.ust.hk/gallery2/?p=1125
519,519,b4-230,Research Student in Geotechnical Lab,2012-08-01 02:56:50,2012-08-01 02:56:50,http://digitalimages.ust.hk/gallery2/?p=1126
520,520,b4-240,Glass Blowing Workshop,2012-08-01 02:56:52,2012-08-01 02:56:52,http://digitalimages.ust.hk/gallery2/?p=1127
521,521,b4-243,IEEM Lab,2012-08-01 02:56:53,2012-08-01 02:56:53,http://digitalimages.ust.hk/gallery2/?p=1128
522,522,b4-245,UST-CAS Joint Lab,2012-08-01 02:56:53,2012-08-01 02:56:53,http://digitalimages.ust.hk/gallery2/?p=1129
523,523,b4-250,Marketing Laboratory,2012-08-01 02:56:55,2012-08-01 02:56:55,http://digitalimages.ust.hk/gallery2/?p=1130
524,524,b4-280,MCPC Equipment Shooting,2012-08-01 02:57:00,2012-08-01 02:57:00,http://digitalimages.ust.hk/gallery2/?p=1131
525,525,b4-290,MCPC Lab,2012-08-01 02:57:05,2012-08-01 02:57:05,http://digitalimages.ust.hk/gallery2/?p=1132
526,526,b4-292,MCPC Lab (Technology Week),2012-08-01 02:57:05,2012-08-01 02:57:05,http://digitalimages.ust.hk/gallery2/?p=1133
527,527,b4-295,Mechanical Engineering,2012-08-01 02:57:10,2012-08-01 02:57:10,http://digitalimages.ust.hk/gallery2/?p=1134
528,528,b4-300,APLE Multi-media Lab,2012-08-01 02:57:11,2012-08-01 02:57:11,http://digitalimages.ust.hk/gallery2/?p=1135
529,529,b4-310,Multi-media Lab,2012-08-01 02:57:12,2012-08-01 02:57:12,http://digitalimages.ust.hk/gallery2/?p=1136
530,530,b4-320,Active Physics Learning Environment,2012-08-01 02:57:15,2012-08-01 02:57:15,http://digitalimages.ust.hk/gallery2/?p=1137
531,531,b4-330,Laser Laboratory-Physics Dept,2012-08-01 02:57:15,2012-08-01 02:57:15,http://digitalimages.ust.hk/gallery2/?p=1138
532,532,b4-350,Physics Teaching Lab,2012-08-01 02:57:19,2012-08-01 02:57:19,http://digitalimages.ust.hk/gallery2/?p=1139
533,533,b4-355,Physics Lab.,2012-08-01 02:57:21,2012-08-01 02:57:21,http://digitalimages.ust.hk/gallery2/?p=1140
534,534,b4-360,Physics-Laser Lab. (Prof George Wong),2012-08-01 02:57:21,2012-08-01 02:57:21,http://digitalimages.ust.hk/gallery2/?p=1141
535,535,b4-370,Prof. Nelson Cue in Physics Lab.,2012-08-01 02:57:23,2012-08-01 02:57:23,http://digitalimages.ust.hk/gallery2/?p=1142
536,536,b4-375,Student in Physics Lab.,2012-08-01 02:57:24,2012-08-01 02:57:24,http://digitalimages.ust.hk/gallery2/?p=1143
537,537,b4-380,Zheng Ge Ru Thin Film Physics Laboratory Rm 4144,2012-08-01 02:57:25,2012-08-01 02:57:25,http://digitalimages.ust.hk/gallery2/?p=1144
538,538,b4-40,Biochemistry Lab,2012-08-01 02:57:31,2012-08-01 02:57:31,http://digitalimages.ust.hk/gallery2/?p=1145
539,539,b4-400,Anti Heavy Metal Plan by Dr Yuk Shan WONG,2012-08-01 02:57:32,2012-08-01 02:57:32,http://digitalimages.ust.hk/gallery2/?p=1146
540,540,b4-50,Biochemistry Lab (Technology Week),2012-08-01 02:57:32,2012-08-01 02:57:32,http://digitalimages.ust.hk/gallery2/?p=1147
541,541,b4-70,Dr. Ko. in Biochemistry Lab.,2012-08-01 02:57:33,2012-08-01 02:57:33,http://digitalimages.ust.hk/gallery2/?p=1148
542,542,b4-73,Dr Zhang Mingie in Lab.,2012-08-01 02:57:34,2012-08-01 02:57:34,http://digitalimages.ust.hk/gallery2/?p=1149
543,543,b4-80,Biology Lab,2012-08-01 02:57:36,2012-08-01 02:57:36,http://digitalimages.ust.hk/gallery2/?p=1150
544,544,b4-90,Biology Lab,2012-08-01 02:57:39,2012-08-01 02:57:39,http://digitalimages.ust.hk/gallery2/?p=1151
545,545,c1-05,President Report 99,2012-08-01 02:57:45,2012-08-01 02:57:45,http://digitalimages.ust.hk/gallery2/?p=1152
546,546,c1-10,HK Supernet Presents : Introduction to Internet,2012-08-01 02:57:49,2012-08-01 02:57:49,http://digitalimages.ust.hk/gallery2/?p=1153
547,547,c1-100,"Distinguished Lecture Series in Science, Robert C Gallo",2012-08-01 02:57:51,2012-08-01 02:57:51,http://digitalimages.ust.hk/gallery2/?p=1154
548,548,c1-110,Distinguished Lectures in Business - by Dr Merton MILLER,2012-08-01 02:57:52,2012-08-01 02:57:52,http://digitalimages.ust.hk/gallery2/?p=1155
549,549,c1-120,Distinguished Scholar to Lecture on Natural Disasters at HKUST,2012-08-01 02:57:53,2012-08-01 02:57:53,http://digitalimages.ust.hk/gallery2/?p=1156
550,550,c1-130,Intellectual Properties,2012-08-01 02:57:56,2012-08-01 02:57:56,http://digitalimages.ust.hk/gallery2/?p=1157
551,551,c1-140,Law Week - &quot;The Future of HK Legal System After 1997&quot; by Anna Wu,2012-08-01 02:57:58,2012-08-01 02:57:58,http://digitalimages.ust.hk/gallery2/?p=1158
552,552,c1-150,Lecture by Maxine Hong Kingston,2012-08-01 02:57:59,2012-08-01 02:57:59,http://digitalimages.ust.hk/gallery2/?p=1159
553,553,c1-152,Lecture by Prof Otto Lin (VPRD),2012-08-01 02:58:05,2012-08-01 02:58:05,http://digitalimages.ust.hk/gallery2/?p=1160
